title,title_clean,release_year,budget,revenue,genres_clean,on_netflix
The Married Woman,the married woman,1964,120000.0,,"Drama, Romance",False
The Town,the town,2010,37000000.0,154026136.0,"Crime, Drama, Thriller",False
Easy A,easy a,2010,8000000.0,74952305.0,Comedy,True
Eat Pray Love,eat pray love,2010,60000000.0,204594016.0,Drama,True
Howl,howl,2010,30000.0,617000.0,Drama,False
Camp Hell,camp hell,2010,3000000.0,,"Horror, Thriller",False
Blue Gold: World Water Wars,blue gold: world water wars,2008,100000.0,,Documentary,False
Saratoga Trunk,saratoga trunk,1945,1750000.0,,"Drama, Romance",False
"Patrik, Age 1.5","patrik, age 1.5",2008,,56299.0,"Drama, Comedy",False
Flipped,flipped,2010,14000000.0,1755212.0,"Romance, Drama",True
Wall Street: Money Never Sleeps,wall street: money never sleeps,2010,70000000.0,134748021.0,"Drama, Crime",False
Legend of the Guardians: The Owls of Ga'Hoole,legend of the guardians: the owls of ga'hoole,2010,80000000.0,140073390.0,"Animation, Adventure, Family, Fantasy",True
Cats & Dogs 2 : The Revenge of Kitty Galore,cats & dogs 2 : the revenge of kitty galore,2010,85000000.0,112483764.0,"Comedy, Family",False
Diên Biên Phu,diên biên phu,1992,30000000.0,,"Drama, War",False
Amigo,amigo,2010,1200000.0,,"Drama, History, War",False
It's Kind of a Funny Story,it's kind of a funny story,2010,8000000.0,6491240.0,"Comedy, Drama",False
Mudhoney,mudhoney,1965,60000.0,,Drama,False
Middle Men,middle men,2009,22000000.0,,"Drama, Comedy, Crime",True
(Untitled),(untitled),2009,,230600.0,"Drama, Comedy, Romance",False
Saint John of Las Vegas,saint john of las vegas,2009,3800000.0,111731.0,Comedy,False
Tere Naam,tere naam,2003,1.0,2.0,"Romance, Thriller",False
Every Day,every day,2010,,18000.0,"Drama, Comedy, Romance",False
Red Canyon,red canyon,2008,1500000.0,,"Action, Horror, Thriller",False
My Girlfriend's Boyfriend,my girlfriend's boyfriend,2010,1400000.0,,Comedy,False
Let Me In,let me in,2010,20000000.0,24145613.0,"Drama, Horror, Mystery",False
Sintel,sintel,2010,550000.0,,"Animation, Fantasy",False
Big Buck Bunny,big buck bunny,2008,150000.0,,"Animation, Comedy",False
Secretariat,secretariat,2010,35000000.0,60251371.0,Drama,False
Devil,devil,2010,10000000.0,33583175.0,"Horror, Mystery, Thriller",False
You Again,you again,2010,20000000.0,32005248.0,"Comedy, Romance",False
Life As We Know It,life as we know it,2010,38000000.0,105610124.0,"Comedy, Romance, Drama",True
Catfish,catfish,2010,30000.0,3045943.0,Documentary,False
You Will Meet a Tall Dark Stranger,you will meet a tall dark stranger,2010,22000000.0,,"Comedy, Drama, Romance",False
Stone,stone,2010,22000000.0,9479718.0,Drama,False
Hunger,hunger,2009,625000.0,,Horror,False
Inside Job,inside job,2010,2000000.0,7871522.0,Documentary,False
Leaving,leaving,2009,7600000.0,,"Drama, Romance",False
Monsters,monsters,2010,500000.0,4242978.0,"Drama, Thriller, Science Fiction",False
Conviction,conviction,2010,12500000.0,6732980.0,Drama,False
Dirty Girl,dirty girl,2010,4000000.0,55125.0,"Drama, Comedy",False
Bran Nue Dae,bran nue dae,2009,7.0,7.0,"Comedy, Drama, Foreign, Romance",False
Never Let Me Go,never let me go,2010,15000000.0,9455232.0,"Drama, Romance, Science Fiction",False
The Illusionist,the illusionist,2010,18000000.0,5602431.0,"Animation, Drama",False
Lost Boys: The Thirst,lost boys: the thirst,2010,4400000.0,,"Action, Adventure, Comedy",False
Kaboom,kaboom,2010,,539957.0,"Science Fiction, Comedy, Mystery",False
IMAX Mummies Secrets Of The Pharohs,imax mummies secrets of the pharohs,2007,4000000.0,,"Drama, Documentary",False
Bianca Beauchamp: All Access,bianca beauchamp: all access,2007,7500.0,,Documentary,False
PEEPLI [Live],peepli [live],2010,2270000.0,6900000.0,"Drama, Comedy",False
Rubber,rubber,2010,500000.0,98017.0,"Comedy, Drama, Fantasy, Horror, Mystery",False
Shelter,shelter,2010,22000000.0,851517.0,"Horror, Mystery, Thriller",True
Jackass 3D,jackass 3d,2010,20000000.0,117224271.0,"Comedy, Documentary, Action",False
Restrepo,restrepo,2010,,1422910.0,"Documentary, War",False
RED,red,2010,58000000.0,71664962.0,"Action, Adventure, Comedy, Crime, Thriller",False
In a Better World,in a better world,2010,15000000.0,,Drama,False
My Soul to Take,my soul to take,2010,25000000.0,19829957.0,"Drama, Horror, Mystery, Thriller",False
Whisper,whisper,2007,12000000.0,5285197.0,"Crime, Drama, Horror, Thriller",False
Heartbreaker,heartbreaker,2010,8700000.0,47355187.0,"Romance, Comedy",False
Of Gods and Men,of gods and men,2010,4000000.0,41424067.0,"Drama, History",False
Paranormal Activity 2,paranormal activity 2,2010,3000000.0,177512032.0,"Horror, Thriller",False
Born to Raise Hell,born to raise hell,2010,10000000.0,,"Action, Thriller",False
The Maze,the maze,2010,200.0,,Horror,False
Heartbeats,heartbeats,2010,,62985.0,"Drama, Romance",False
The Countess,the countess,2009,8500000.0,,"Drama, History, Horror",False
Hereafter,hereafter,2010,50000000.0,105197635.0,"Drama, Fantasy",False
Black Death,black death,2010,,265318.0,"Drama, Horror, Action, Thriller, Mystery",False
Afterwards,afterwards,2008,15400000.0,,"Drama, Thriller, Mystery",False
Undisputed III : Redemption,undisputed iii : redemption,2010,3000000.0,,"Action, Thriller",False
Saw: The Final Chapter,saw: the final chapter,2010,20000000.0,136150434.0,"Horror, Crime",False
Due Date,due date,2010,65000000.0,211780824.0,"Comedy, Drama",True
127 Hours,127 hours,2010,18000000.0,35692920.0,"Adventure, Drama, Thriller",False
Megamind,megamind,2010,130000000.0,321887208.0,"Animation, Action, Comedy, Family, Science Fiction",False
The Stranger in Me,the stranger in me,2008,500000.0,,Drama,False
Black Swan,black swan,2010,13000000.0,327803731.0,"Drama, Thriller",False
Jack Goes Boating,jack goes boating,2010,,538000.0,"Comedy, Drama, Romance",False
Fair Game,fair game,2010,22000000.0,24188922.0,"Drama, Thriller",False
Roman,roman,2006,250000.0,,"Drama, Thriller",False
Habit,habit,1996,200000.0,,"Horror, Thriller",False
Ploy,ploy,2007,2000000.0,,Drama,False
Lourdes,lourdes,2009,2500000.0,,Drama,False
Tales of an Ancient Empire,tales of an ancient empire,2010,1000000.0,,"Adventure, Fantasy, Horror, Action, Thriller, Science Fiction",False
How I Ended This Summer,how i ended this summer,2010,2500000.0,,"Drama, Thriller",False
The King of Fighters,the king of fighters,2009,12000000.0,,"Action, Thriller, Science Fiction",False
The magnetic man,the magnetic man,2009,262000.0,,"Documentary, Music, Foreign",False
Unstoppable,unstoppable,2010,100000000.0,167805466.0,"Action, Thriller",False
Morning Glory,morning glory,2010,40000000.0,58785180.0,"Comedy, Drama, Romance",False
The Next Three Days,the next three days,2010,30000000.0,51148651.0,"Romance, Drama, Thriller, Crime",True
Somewhere,somewhere,2010,8000000.0,,"Comedy, Drama",False
Wild Target,wild target,2010,8000000.0,3453043.0,"Action, Comedy",False
Carlos,carlos,2010,18000000.0,871279.0,"Crime, Drama, Thriller, History",False
Biutiful,biutiful,2010,,25147786.0,Drama,False
Harry Potter and the Deathly Hallows: Part 1,harry potter and the deathly hallows: part 1,2010,250000000.0,954305868.0,"Adventure, Fantasy, Family",False
The King's Speech,the king's speech,2010,15000000.0,414211549.0,"Drama, History",True
Tangled,tangled,2010,260000000.0,591794936.0,"Animation, Family",False
The Lost Skeleton Returns Again,the lost skeleton returns again,2010,600.0,,"Comedy, Horror",False
Snow & Ashes,snow & ashes,2010,600000.0,,"Drama, Thriller, War",False
Linewatch,linewatch,2008,5000000.0,,"Action, Adventure, Crime, Drama, Thriller",False
The Fighter,the fighter,2010,25000000.0,93617009.0,Drama,True
The Romantics,the romantics,2010,4500000.0,123820.0,"Comedy, Drama, Romance",False
The Extra Man,the extra man,2010,7000000.0,453079.0,Comedy,False
Crazy on the Outside,crazy on the outside,2010,,88335.0,"Comedy, Romance",False
Casino Jack,casino jack,2010,12500000.0,1083683.0,"Crime, Comedy, Drama",False
London Boulevard,london boulevard,2010,25000000.0,4644108.0,"Drama, Crime",False
Skyline,skyline,2010,10000000.0,66821036.0,Science Fiction,True
Karthik Calling Karthik,karthik calling karthik,2010,,293500.0,"Romance, Drama, Thriller",True
Sex & Drugs & Rock & Roll,sex & drugs & rock & roll,2010,2000000.0,,Drama,False
Against the Current,against the current,2009,3000000.0,,Drama,False
Bunny and the Bull,bunny and the bull,2009,,81010.0,"Comedy, Romance",False
Beastly,beastly,2011,17000000.0,43165571.0,"Drama, Fantasy, Romance",False
August Underground's Mordum,august underground's mordum,2003,300.0,,Horror,False
Love & Other Drugs,love & other drugs,2010,30000000.0,102820008.0,"Drama, Comedy, Romance",False
The Chronicles of Narnia: The Voyage of the Dawn Treader,the chronicles of narnia: the voyage of the dawn treader,2010,155000000.0,415686217.0,"Adventure, Family, Fantasy",False
Tiny Furniture,tiny furniture,2010,65000.0,416498.0,"Romance, Comedy, Drama",False
The Tourist,the tourist,2010,100000000.0,278731369.0,"Action, Thriller, Romance",True
Rare Exports: A Christmas Tale,rare exports: a christmas tale,2010,1948000.0,,Fantasy,False
13,13,2010,,3317662.0,"Drama, Thriller",False
Breaking the Maya Code,breaking the maya code,2008,1000000.0,,"Documentary, Mystery",False
Cotton Comes to Harlem,cotton comes to harlem,1970,1200000.0,,"Action, Adventure",False
Boy Interrupted,boy interrupted,2009,350000.0,,Documentary,False
Hatchet II,hatchet ii,2010,2500000.0,52604.0,"Horror, Comedy, Thriller",False
"Tomorrow, When the War Began","tomorrow, when the war began",2010,27000000.0,16504936.0,Action,False
True Grit,true grit,2010,38000000.0,252276927.0,"Drama, Adventure, Western",False
TRON: Legacy,tron: legacy,2010,170000000.0,400062763.0,"Adventure, Action, Science Fiction",False
Another Year,another year,2010,8000000.0,18124262.0,"Comedy, Drama",False
How Do You Know,how do you know,2010,120000000.0,48668907.0,"Comedy, Drama, Romance",False
Barney's Version,barney's version,2010,30000000.0,8454301.0,"Comedy, Drama",False
Soo,soo,2007,,1275162.0,"Action, Adventure, Foreign",False
The Company Men,the company men,2010,15000000.0,4882577.0,Drama,True
Mother and Child,mother and child,2009,7000000.0,,"Drama, Romance",False
Adventures of Power,adventures of power,2008,2500000.0,,Comedy,False
Life in Flight,life in flight,2008,2000000.0,,"Drama, Romance",False
Zerophillia,zerophillia,2005,325000.0,,"Comedy, Romance",False
Black Sheep,black sheep,2006,45000.0,,"Comedy, Foreign",False
Faster,faster,2010,24000000.0,23081726.0,"Crime, Drama, Action, Thriller",False
Little Big Soldier,little big soldier,2010,25000000.0,,"Action, Comedy, Adventure",False
Rabbit Hole,rabbit hole,2010,5000000.0,5129058.0,Drama,False
Little Fockers,little fockers,2010,100000000.0,310650585.0,"Comedy, Romance",False
Gulliver's Travels,gulliver's travels,2010,112000000.0,237382724.0,Comedy,False
Sweetgrass,sweetgrass,2009,,206728.0,"Western, Documentary",False
Baghban,baghban,2003,,1100000.0,"Drama, Foreign",False
The Last Circus,the last circus,2010,7000000.0,3218666.0,"Action, Drama, Thriller",False
Steam,steam,2007,2200000.0,,Drama,False
Mao's Last Dancer,mao's last dancer,2009,25000000.0,20719451.0,"Drama, Romance",False
Burlesque,burlesque,2010,55000000.0,89519773.0,"Drama, Romance",True
The Secret World of Arrietty,the secret world of arrietty,2010,37000000.0,145570827.0,"Fantasy, Animation, Family",False
Tucker and Dale vs Evil,tucker and dale vs evil,2010,5000000.0,5476793.0,"Comedy, Horror",False
Yogi Bear,yogi bear,2010,80000000.0,201584141.0,"Comedy, Family, Animation, Adventure",False
Countdown to Zero,countdown to zero,2010,271323.0,,Documentary,False
Made in Dagenham,made in dagenham,2010,7200000.0,,"Comedy, Drama, History",False
Waste Land,waste land,2010,1500000.0,187716.0,Documentary,False
Last Night,last night,2010,7000000.0,7644937.0,"Drama, Romance",True
Who Is Harry Nilsson (And Why Is Everybody Talkin' About Him?),who is harry nilsson (and why is everybody talkin' about him?),2010,,28200.0,"Documentary, Music",False
The Green Hornet,the green hornet,2011,120000000.0,227817248.0,"Action, Crime, Comedy",True
The Way Back,the way back,2010,30000000.0,20348249.0,"Drama, Adventure, History",False
The Warrior's Way,the warrior's way,2010,42000000.0,11087569.0,"Adventure, Fantasy, Action, Western, Thriller",False
Handsome Harry,handsome harry,2009,1000000.0,,"Crime, Drama",False
Jacques Brel Is Alive and Well and Living in Paris,jacques brel is alive and well and living in paris,1975,850000.0,,"Drama, Music",False
Ghajini,ghajini,2008,9100000.0,76000000.0,"Thriller, Action, Drama, Mystery",False
Fortress of War,fortress of war,2010,8500000.0,,"War, Drama, History, Action",False
Hum Aapke Hain Koun,hum aapke hain koun,1994,,26900000.0,"Drama, Romance, Foreign",True
Ong Bak 3,ong bak 3,2010,,2340363.0,"Action, Adventure, History",False
Season of the Witch,season of the witch,2011,40000000.0,88100000.0,"Adventure, Fantasy, Action",True
The Spy in Black,the spy in black,1939,4668069.0,,"Thriller, War",False
It's Alive,it's alive,2008,11000000.0,15500000.0,Horror,False
Cowboys & Aliens,cowboys & aliens,2011,163000000.0,174822325.0,"Action, Science Fiction, Thriller, Western",False
The Real McCoy,the real mccoy,1999,650.0,,"Music, Documentary",False
Emma's Bliss,emma's bliss,2006,,3500000.0,Drama,False
Anything for Her,anything for her,2008,10000000.0,,"Drama, Thriller",False
Marwencol,marwencol,2010,,58.0,Documentary,False
The Dilemma,the dilemma,2011,70000000.0,67112664.0,"Comedy, Drama",False
Frankie & Alice,frankie & alice,2010,,693181.0,"Drama, Thriller",False
The Gorgeous Hussy,the gorgeous hussy,1936,1119000.0,2019000.0,"Drama, History",False
The Trip,the trip,2010,,951179.0,"Comedy, Drama",False
Congorama,congorama,2006,5000000.0,,"Drama, Foreign",False
Poetry,poetry,2010,,349899.0,Drama,False
"Tuesday, After Christmas","tuesday, after christmas",2010,,20666.0,"Drama, Romance",False
The Housemaid,the housemaid,2010,4000000.0,,"Thriller, Drama",False
Limitless,limitless,2011,27000000.0,161849455.0,"Thriller, Mystery, Science Fiction",False
Happy People: A Year in the Taiga,happy people: a year in the taiga,2010,,338987.0,Documentary,False
Evangelion: 2.0 You Can (Not) Advance,evangelion: 2.0 you can (not) advance,2009,,41162041.0,"Animation, Science Fiction, Action, Drama",False
I Spit on Your Grave,i spit on your grave,2010,2000000.0,572809.0,"Thriller, Crime, Horror",False
First Love,first love,2004,,9392.0,"Drama, Romance",False
Even the Rain,even the rain,2010,10600000.0,,"Drama, History",True
Welcome to the Rileys,welcome to the rileys,2010,,42145.0,Drama,False
Up in Arms,up in arms,1944,2000000.0,,"Drama, Comedy, Music, Romance",False
Speed & Angels,speed & angels,2008,1.0,,Documentary,False
What Women Want,what women want,2011,5000000.0,,"Romance, Drama, Comedy",False
No Strings Attached,no strings attached,2011,25000000.0,147780440.0,"Comedy, Romance",True
The Lincoln Lawyer,the lincoln lawyer,2011,40000000.0,85412898.0,"Crime, Drama, Thriller",True
The Rite,the rite,2011,37000000.0,96047633.0,"Drama, Thriller, Horror",False
Dog Pound,dog pound,2010,,430041.0,Drama,False
All Star Superman,all star superman,2011,3500000.0,,"Animation, Action, Adventure",False
Eccentricities of a Blonde-Haired Girl,eccentricities of a blonde-haired girl,2009,2500000.0,,"Drama, Romance",False
Hadewijch,hadewijch,2009,4600000.0,,Drama,False
Nickelodeon,nickelodeon,1976,9000000.0,,Comedy,False
Lucky Lady,lucky lady,1975,13000000.0,24441725.0,,False
Virus X,virus x,2010,3500000.0,,"Drama, Thriller, Horror, Science Fiction",False
For Colored Girls,for colored girls,2010,,37000000.0,Drama,True
From Prada to Nada,from prada to nada,2011,93.0,2500000.0,"Comedy, Drama, Romance",False
Country Strong,country strong,2010,15000000.0,20529194.0,"Drama, Romance",False
Unknown,unknown,2011,30000000.0,130786397.0,"Action, Mystery, Thriller",True
Sanctum,sanctum,2011,30000000.0,108609310.0,"Action, Thriller",False
Cedar Rapids,cedar rapids,2011,,6861102.0,Comedy,False
Tongan Ninja,tongan ninja,2002,50000.0,,"Action, Comedy, Foreign",False
Gnomeo & Juliet,gnomeo & juliet,2011,36000000.0,189712432.0,"Animation, Family",False
The Misadventures of Margaret,the misadventures of margaret,1998,5.0,,"Romance, Comedy",False
Burke & Hare,burke & hare,2010,10000000.0,4349187.0,"Comedy, Thriller",False
Army of Crime,army of crime,2009,10000000.0,,"War, Drama, History",False
Vanishing on 7th Street,vanishing on 7th street,2010,10000000.0,1068682.0,"Mystery, Horror, Thriller",False
Paul,paul,2011,40000000.0,97552050.0,"Adventure, Comedy, Science Fiction",False
Brother 2,brother 2,2000,1500000.0,,"Drama, Thriller",False
Desert Flower,desert flower,2009,,14631377.0,Drama,False
At Long Last Love,at long last love,1975,6000000.0,1500000.0,"Comedy, Music, Romance",False
Drive Angry,drive angry,2011,50000000.0,28931401.0,"Fantasy, Thriller, Action, Crime",False
Rango,rango,2011,135000000.0,245724603.0,"Animation, Comedy, Family, Western, Adventure",True
Take Me Home Tonight,take me home tonight,2011,19000000.0,6928068.0,"Comedy, Drama, Romance",True
The Adjustment Bureau,the adjustment bureau,2011,50200000.0,127869379.0,"Science Fiction, Thriller, Romance",False
Happythankyoumoreplease,happythankyoumoreplease,2010,,215576.0,"Comedy, Romance",False
Cropsey,cropsey,2010,,35456.0,"Documentary, Horror",False
The Mechanic,the mechanic,2011,40000000.0,51070807.0,"Action, Thriller, Crime",False
Hall Pass,hall pass,2011,36000000.0,83160734.0,Comedy,False
The Eagle,the eagle,2011,25000000.0,27122040.0,"Adventure, Drama",False
I Am Number Four,i am number four,2011,50000000.0,144492830.0,"Action, Thriller, Science Fiction, Adventure",False
The Assassin Next Door,the assassin next door,2009,3000000.0,,"Action, Drama, Thriller",False
71: Into the Fire,71: into the fire,2010,10400000.0,20967660.0,War,False
Battle: Los Angeles,battle: los angeles,2011,70000000.0,202466756.0,"Action, Science Fiction",True
Summer Wars,summer wars,2009,,80768.0,Animation,False
The Merry Widow,the merry widow,1925,592.0,1.0,"Romance, Drama",False
Rasen,rasen,1998,2900000.0,,Horror,False
Norwegian Wood,norwegian wood,2010,,17636261.0,"Drama, Romance",False
Janky Promoters,janky promoters,2009,10000000.0,9069.0,Comedy,False
Mars Needs Moms,mars needs moms,2011,150000000.0,38992758.0,"Adventure, Animation, Family",False
Black Lightning,black lightning,2009,15000000.0,21500000.0,Action,False
Medicine for Melancholy,medicine for melancholy,2008,13000.0,,"Drama, Romance",False
Closing the Ring,closing the ring,2007,23000000.0,,"Drama, Romance",False
Elite Squad: The Enemy Within,elite squad: the enemy within,2010,,63027681.0,"Drama, Action, Crime",False
Melissa P.,melissa p.,2005,,5151936.0,Drama,False
Mesrine: Public Enemy #1,mesrine: public enemy #1,2008,80000000.0,,"Action, Thriller, Crime, Drama",False
Just Go with It,just go with it,2011,80000000.0,214918407.0,"Romance, Comedy",False
Trophy Wife,trophy wife,2010,,1611000.0,Comedy,False
Cave of Forgotten Dreams,cave of forgotten dreams,2010,,6467348.0,"Documentary, Family",False
Red Riding Hood,red riding hood,2011,42000000.0,89162162.0,"Fantasy, Thriller, Horror",False
"Big Mommas: Like Father, Like Son","big mommas: like father, like son",2011,32000000.0,83615414.0,"Crime, Comedy, Action",False
Super,super,2010,2500000.0,324138.0,"Comedy, Action, Drama",False
Troll Hunter,troll hunter,2010,3500000.0,4159678.0,"Fantasy, Horror",False
Source Code,source code,2011,32000000.0,147332697.0,"Thriller, Science Fiction, Mystery",False
Jane Eyre,jane eyre,2011,,34710627.0,"Drama, Romance",False
Sucker Punch,sucker punch,2011,82000000.0,89792502.0,"Action, Fantasy, Thriller",False
Putty Hill,putty hill,2010,,48132.0,Drama,False
Essential Killing,essential killing,2010,3167000.0,,"Thriller, War",False
"Hugh Hefner: Playboy, Activist and Rebel","hugh hefner: playboy, activist and rebel",2009,,21878.0,Documentary,False
Chalet Girl,chalet girl,2011,8000000.0,1749457.0,"Comedy, Romance",False
Black Bread,black bread,2010,6000000.0,3770657.0,"Drama, Crime",False
Winnie the Pooh and a Day for Eeyore,winnie the pooh and a day for eeyore,1983,,12000000.0,"Animation, Family",False
Connected,connected,2008,5750000.0,,Thriller,False
Beneath Hill 60,beneath hill 60,2010,7347125.0,,"Drama, History, War",False
Senna,senna,2010,,8212430.0,Documentary,True
Death Note: The Last Name,death note: the last name,2006,,50710400.0,"Fantasy, Thriller, Mystery",False
Insidious,insidious,2010,1500000.0,97009150.0,"Horror, Thriller",True
Meek's Cutoff,meek's cutoff,2010,,876302.0,"Drama, Western",False
Hobo with a Shotgun,hobo with a shotgun,2011,3000000.0,748453.0,"Action, Comedy, Thriller",False
L: Change the World,l: change the world,2008,,30231200.0,"Fantasy, Action, Thriller, Science Fiction, Mystery",False
Win Win,win win,2011,10831173.0,10654385.0,"Drama, Comedy",False
The Time That Remains,the time that remains,2009,6500000.0,753808.0,"Drama, History, Foreign",False
Artois the Goat,artois the goat,2009,50000.0,,"Comedy, Romance",False
Boy,boy,2010,3.0,43.0,"Drama, Comedy",False
Diary of a Wimpy Kid: Rodrick Rules,diary of a wimpy kid: rodrick rules,2011,21000000.0,72417394.0,"Family, Comedy",False
Henry's Crime,henry's crime,2010,12000000.0,204940.0,"Crime, Comedy",False
Hop,hop,2011,63000000.0,183953723.0,"Animation, Comedy, Family",True
Delta,delta,2008,1500000.0,,Drama,False
The Nutcracker,the nutcracker,1993,19000000.0,2119994.0,"Family, Fantasy, Music",False
The Arbor,the arbor,2010,,21268.0,"Documentary, Drama",False
13 Assassins,13 assassins,2010,6000000.0,17555141.0,"Adventure, Drama, Action",False
Hanna,hanna,2011,30000000.0,63782078.0,"Action, Thriller, Adventure",False
St. George Shoots the Dragon,st. george shoots the dragon,2009,5000000.0,,"Drama, Foreign, War",False
New Kids Turbo,new kids turbo,2010,1500000.0,8786756.0,"Action, Comedy",False
Reykjavik Whale Watching Massacre,reykjavik whale watching massacre,2009,4000000.0,,"Comedy, Horror",False
Beyond,beyond,2010,3000000.0,4800080.0,Drama,False
Into Eternity,into eternity,2010,900000.0,,Documentary,False
American: The Bill Hicks Story,american: the bill hicks story,2010,,90275.0,"Comedy, Documentary",False
Arthur,arthur,2011,40000000.0,45735397.0,"Comedy, Romance",True
Scream 4,scream 4,2011,40000000.0,97138686.0,"Horror, Mystery",False
Rio,rio,2011,90000000.0,484635760.0,"Animation, Adventure, Comedy, Family",False
The Princess of Montpensier,the princess of montpensier,2010,14734000.0,6775121.0,"Action, Drama, History, Romance",False
Melancholia,melancholia,2011,7400000.0,21817298.0,"Drama, Science Fiction",False
Thor,thor,2011,150000000.0,449326618.0,"Adventure, Fantasy, Action",False
Atlas Shrugged Part I,atlas shrugged part i,2011,15000000.0,4627375.0,"Drama, Thriller, Science Fiction, Mystery",False
Spring Breakdown,spring breakdown,2009,12300000.0,,Comedy,False
Welcome to the South,welcome to the south,2010,4000000.0,65584679.0,Comedy,False
The Resident,the resident,2011,20000000.0,,"Thriller, Mystery",False
Outside the Law,outside the law,2010,30000000.0,,"Action, Drama, History, War",False
Crazy Love,crazy love,1987,,119919.0,"Comedy, Drama, Foreign, Romance",False
Rabbit Without Ears 2,rabbit without ears 2,2009,,48720000.0,"Comedy, Romance",False
Mildred Pierce,mildred pierce,2011,20000000.0,,Drama,False
15,15,2005,,28.0,,False
Ito: Diary of an Urban Priest,ito: diary of an urban priest,2010,560000.0,,Documentary,False
Water for Elephants,water for elephants,2011,38000000.0,114156230.0,"Drama, Romance",False
The Names of Love,the names of love,2010,4600000.0,,"Drama, Comedy, Romance",False
African Cats,african cats,2011,,15240456.0,"Documentary, Family, Adventure",False
My Dog Tulip,my dog tulip,2009,,246574.0,"Animation, Comedy, Drama",False
Tracker,tracker,2010,6500000.0,,"Action, Drama, Thriller, Adventure",False
Kill the Irishman,kill the irishman,2011,,1188194.0,"Action, Crime, Thriller, Drama",True
1612: Chronicles of the Dark Time,1612: chronicles of the dark time,2007,12000000.0,,"History, Drama",False
Fast Five,fast five,2011,125000000.0,626137675.0,"Action, Thriller, Crime",False
"Yes, Giorgio","yes, giorgio",1982,19000000.0,,"Drama, Comedy, Romance, Foreign",False
The Robber,the robber,2010,3900000.0,208475.0,"Drama, Thriller, Crime",False
Incendies,incendies,2010,6800000.0,7103838.0,"Drama, War, Mystery",False
Soul Surfer,soul surfer,2011,18000000.0,47088990.0,"Family, Action, Drama",True
Something Borrowed,something borrowed,2011,35000000.0,59901913.0,"Comedy, Drama, Romance",False
Bridesmaids,bridesmaids,2011,32500000.0,288383523.0,"Comedy, Romance",False
Priest,priest,2011,60000000.0,78309131.0,"Action, Science Fiction, Fantasy, Thriller, Horror",False
The Storm Warriors,the storm warriors,2009,100000000.0,,"Action, Adventure, Fantasy",False
Eye of the Dolphin,eye of the dolphin,2007,2500000.0,71904.0,Drama,False
Intimate Enemies,intimate enemies,2007,9780000.0,,"Drama, War, History",False
The Beaver,the beaver,2011,21000000.0,970816.0,Drama,False
The Tortured,the tortured,2010,8500000.0,,Horror,False
Pirates of the Caribbean: On Stranger Tides,pirates of the caribbean: on stranger tides,2011,380000000.0,1045713802.0,"Adventure, Action, Fantasy",False
Midnight in Paris,midnight in paris,2011,30000000.0,151119219.0,"Fantasy, Comedy, Romance",False
The Man from Nowhere,the man from nowhere,2010,,43059790.0,"Action, Thriller, Crime",False
The Tree of Life,the tree of life,2011,32000000.0,54674226.0,"Drama, Fantasy",False
The Hangover Part II,the hangover part ii,2011,80000000.0,254455986.0,Comedy,False
Nothing to Declare,nothing to declare,2010,32000000.0,,Comedy,False
John Rabe,john rabe,2009,20000000.0,,"Drama, History, War",False
The Virginity Hit,the virginity hit,2010,2000000.0,563706.0,Comedy,False
Pina,pina,2011,4317946.0,14624826.0,Documentary,False
Eyes of a Stranger,eyes of a stranger,1981,800000.0,,"Horror, Thriller",False
The Roommate,the roommate,2011,16000000.0,40492759.0,"Thriller, Drama, Horror",True
The Strange Case of Angelica,the strange case of angelica,2010,2000000.0,,Drama,False
Trust,trust,2010,9500000.0,120000.0,"Crime, Drama, Thriller",False
The Speed of Thought,the speed of thought,2011,2000000.0,,"Action, Thriller, Science Fiction",False
Stolen,stolen,2009,2000000.0,7306.0,"Crime, Drama, Mystery, Thriller",False
A Shine of Rainbows,a shine of rainbows,2009,6000000.0,,"Drama, Family",False
The Double Hour,the double hour,2009,3906840.0,4300000.0,"Crime, Drama, Mystery, Romance, Thriller",False
Attack the Block,attack the block,2011,14350531.0,3964682.0,"Action, Comedy, Science Fiction",False
The Way,the way,2010,,4430765.0,"Adventure, Comedy, Drama",False
The Tunnel,the tunnel,2011,135000.0,,"Horror, Thriller, Mystery",False
Kung Fu Panda 2,kung fu panda 2,2011,150000000.0,665692281.0,"Animation, Family",True
X-Men: First Class,x-men: first class,2011,160000000.0,353624124.0,"Action, Science Fiction, Adventure",False
Submarine,submarine,2011,,864659.0,"Drama, Comedy, Romance",False
The Other Woman,the other woman,2010,30000000.0,102000000.0,Drama,False
Everything Must Go,everything must go,2010,5000000.0,2614773.0,"Comedy, Drama, Romance",False
Beginners,beginners,2010,3200000.0,5332926.0,"Drama, Romance, Comedy",False
Super 8,super 8,2011,50000000.0,260095987.0,"Thriller, Science Fiction, Mystery",False
Falling,falling,2006,2705100.0,,Drama,False
Interkosmos,interkosmos,2006,9500.0,,"Drama, Science Fiction",False
Green Lantern,green lantern,2011,200000000.0,219851172.0,"Adventure, Action, Thriller, Science Fiction",True
Elektra Luxx,elektra luxx,2010,,10.0,"Action, Comedy, Drama",False
Stricken,stricken,2009,4000000.0,,Drama,False
Yoo Hoo Mrs Goldberg,yoo hoo mrs goldberg,2009,,1131688.0,Documentary,False
Mr. Popper's Penguins,mr. popper's penguins,2011,55000000.0,187361754.0,"Comedy, Family",False
