title,title_clean,release_year,budget,revenue,genres_clean,on_netflix
Bad Teacher,bad teacher,2011,20000000.0,216197492.0,Comedy,False
Why Did I Get Married Too?,why did i get married too?,2010,20000000.0,60072596.0,"Comedy, Romance",False
Transformers: Dark of the Moon,transformers: dark of the moon,2011,195000000.0,1123746996.0,"Action, Science Fiction, Adventure",False
Larry Crowne,larry crowne,2011,30000000.0,36160375.0,"Comedy, Romance, Drama",False
Your Highness,your highness,2011,49900000.0,26121638.0,Comedy,False
YellowBrickRoad,yellowbrickroad,2010,500000.0,,"Horror, Thriller",False
Judy Moody and the Not Bummer Summer,judy moody and the not bummer summer,2011,20000000.0,14166853.0,"Comedy, Family",True
"Have Dreams, Will Travel","have dreams, will travel",2007,5000000.0,,"Drama, Romance",False
Kalamity,kalamity,2010,2000000.0,,"Mystery, Thriller",False
The Four-Faced Liar,the four-faced liar,2010,2000000.0,,"Comedy, Drama, Romance",False
Girl Play,girl play,2004,1000000.0,,Comedy,False
Takers,takers,2010,32000000.0,69055695.0,"Action, Crime, Drama, Thriller",True
Three,three,2010,,2611555.0,"Romance, Drama, Comedy",False
"Cougars, Inc.","cougars, inc.",2011,1000000.0,,"Comedy, Drama",False
Zookeeper,zookeeper,2011,80000000.0,169852759.0,"Comedy, Romance, Family",False
Horrible Bosses,horrible bosses,2011,35000000.0,117000000.0,"Comedy, Crime",False
Hunter Prey,hunter prey,2009,425000.0,,"Science Fiction, Thriller",False
Cars 2,cars 2,2011,200000000.0,559852396.0,"Animation, Family, Adventure, Comedy",False
In Her Skin,in her skin,2009,7000000.0,,"Drama, Thriller",False
Mondo Trasho,mondo trasho,1969,2100.0,,Comedy,False
The Mysterious Lady,the mysterious lady,1928,337.0,551.0,"Adventure, Drama",False
The Ward,the ward,2010,10000000.0,498974.0,"Horror, Thriller",False
Page One: Inside the New York Times,page one: inside the new york times,2011,,429766.0,Documentary,False
The Betrayed,the betrayed,2008,3500000.0,,"Crime, Drama, Mystery, Thriller",False
Elvis,elvis,1979,2100000.0,,"Drama, Music, TV Movie",False
Delhi Belly,delhi belly,2011,4090000.0,18035000.0,"Action, Comedy, Foreign",True
Snowblind,snowblind,2010,300000.0,,Western,False
Monte Carlo,monte carlo,2011,20000000.0,17425000.0,"Adventure, Comedy, Romance",False
Monogamy,monogamy,2010,1000000.0,,"Drama, Romance",False
The Perfect Host,the perfect host,2010,,14870.0,"Comedy, Thriller, Crime",False
Harry Potter and the Deathly Hallows: Part 2,harry potter and the deathly hallows: part 2,2011,125000000.0,1342000000.0,"Family, Fantasy, Adventure",False
Conan O'Brien Can't Stop,conan o'brien can't stop,2011,,223959.0,Documentary,False
Drive,drive,2011,15000000.0,78054825.0,"Drama, Action, Thriller, Crime",False
Snow Flower and the Secret Fan,snow flower and the secret fan,2011,134005.0,1332231.0,"Drama, History",False
Captain America: The First Avenger,captain america: the first avenger,2011,140000000.0,370569774.0,"Action, Adventure, Science Fiction",False
"Crazy, Stupid, Love.","crazy, stupid, love.",2011,50000000.0,142851197.0,"Comedy, Drama, Romance",False
One Day,one day,2011,15000000.0,59389433.0,"Drama, Romance",False
The Guard,the guard,2011,6000000.0,19560274.0,"Action, Comedy, Thriller, Crime",False
Griff the Invisible,griff the invisible,2011,2902660.0,,"Romance, Comedy, Drama",False
Quarantine 2: Terminal,quarantine 2: terminal,2011,4000000.0,,"Horror, Mystery, Science Fiction",False
Earth Days,earth days,2009,1200000.0,,Documentary,False
Winnie the Pooh,winnie the pooh,2011,30000000.0,14460000.0,"Animation, Family",False
Peep World,peep world,2010,,10967.0,Comedy,False
Beverly Hills Chihuahua 2,beverly hills chihuahua 2,2011,,12000000.0,Family,False
The Goalie's Anxiety at the Penalty Kick,the goalie's anxiety at the penalty kick,1972,410000.0,100.0,"Crime, Drama",False
The Smurfs,the smurfs,2011,110000000.0,563749323.0,"Animation, Family, Adventure, Comedy, Fantasy",True
Dylan Dog: Dead of Night,dylan dog: dead of night,2011,20000000.0,4634062.0,"Action, Comedy, Horror, Mystery, Science Fiction, Thriller",False
The Undefeated,the undefeated,2011,1000000.0,,Documentary,False
Chromophobia,chromophobia,2005,10000000.0,,Drama,False
Friends with Benefits,friends with benefits,2011,35000000.0,150483765.0,"Romance, Comedy",False
Last Stop 174,last stop 174,2008,4700000.0,,"Drama, Crime",False
Alpha and Omega,alpha and omega,2010,20000000.0,39300000.0,"Family, Animation",False
Deadfall,deadfall,1993,10000000.0,18.0,"Crime, Drama, Thriller",False
Legend of the Fist: The Return of Chen Zhen,legend of the fist: the return of chen zhen,2010,,48398.0,"Drama, Action, History, Thriller",False
Blitz,blitz,2011,15774948.0,741875.0,"Crime, Action, Thriller",False
Mysteries of Lisbon,mysteries of lisbon,2010,2500000.0,,"Mystery, Drama",False
Our Idiot Brother,our idiot brother,2011,10000000.0,17273593.0,"Comedy, Drama",True
Twixt,twixt,2011,7000000.0,,"Horror, Thriller",False
Princess Kaiulani,princess kaiulani,2010,9000000.0,771499.0,Drama,False
Death Race 2,death race 2,2010,7000000.0,,"Action, Thriller, Science Fiction",False
West Is West,west is west,2010,3837625.0,3867000.0,Comedy,False
Rise of the Planet of the Apes,rise of the planet of the apes,2011,93000000.0,482860185.0,"Thriller, Action, Drama, Science Fiction",False
Terri,terri,2011,,144633.0,"Comedy, Drama",False
Happy New Year,happy new year,1987,,41232.0,"Comedy, Crime, Romance",False
Ponterosa,ponterosa,2001,350000.0,,Comedy,False
The Change-Up,the change-up,2011,52000000.0,75450437.0,Comedy,False
The Help,the help,2011,25000000.0,124272124.0,Drama,True
30 Minutes or Less,30 minutes or less,2011,28000000.0,40547440.0,"Action, Adventure, Comedy",True
Bulldog Drummond,bulldog drummond,1929,550000.0,,"Action, Thriller",False
Glee: The Concert Movie,glee: the concert movie,2011,9000000.0,18663238.0,"Documentary, Music, Family",False
The Trotsky,the trotsky,2009,6400000.0,,Comedy,False
An Invisible Sign,an invisible sign,2010,,1279.0,"Family, Drama, Romance, Comedy",False
Final Destination 5,final destination 5,2011,47000000.0,157887643.0,"Horror, Mystery",False
The Conspirator,the conspirator,2010,25000000.0,15478800.0,"Crime, Drama, History",False
A Very Harold & Kumar Christmas,a very harold & kumar christmas,2011,19000000.0,35387212.0,Comedy,False
Missile to the Moon,missile to the moon,1958,65000.0,,Science Fiction,False
Loose Cannons,loose cannons,2010,7000000.0,8220215.0,"Comedy, Drama, Romance",False
Queen to Play,queen to play,2009,,1056938.0,"Comedy, Drama",False
Spy Kids: All the Time in the World,spy kids: all the time in the world,2011,27000000.0,85564310.0,"Family, Comedy, Action",True
Miranda,miranda,1948,784170.0,834332.0,"Comedy, Drama, Fantasy, Romance, Science Fiction",False
Don't Be Afraid of the Dark,don't be afraid of the dark,2010,25000000.0,36993168.0,"Fantasy, Horror, Thriller",True
Fright Night,fright night,2011,17000000.0,24922237.0,"Horror, Comedy",False
Another Earth,another earth,2011,100000.0,1776935.0,"Drama, Science Fiction",False
Hesher,hesher,2010,7000000.0,382946.0,Drama,False
American Boy: A Profile of: Steven Prince,american boy: a profile of: steven prince,1978,155000.0,,Documentary,False
Stake Land,stake land,2010,650000.0,33245.0,"Drama, Horror, Action, Thriller, Science Fiction",False
The Greatest Movie Ever Sold,the greatest movie ever sold,2011,,621951.0,"Comedy, Documentary",False
The Debt,the debt,2010,20000000.0,45636368.0,"Drama, Thriller",False
Colombiana,colombiana,2011,40000000.0,60965854.0,"Action, Thriller, Crime, Drama",False
Bill Cunningham New York,bill cunningham new york,2010,,1339650.0,Documentary,False
Freakonomics,freakonomics,2010,3000000.0,103735.0,Documentary,False
Puzzlehead,puzzlehead,2005,500000.0,,"Science Fiction, Thriller",False
The Possession of Joel Delaney,the possession of joel delaney,1972,1300000.0,,Horror,False
The Skin I Live In,the skin i live in,2011,13000000.0,5774854.0,"Drama, Horror, Mystery, Thriller",False
Conan the Barbarian,conan the barbarian,2011,90000000.0,48795021.0,"Adventure, Fantasy, Action",False
Dead Awake,dead awake,2010,3500000.0,,"Fantasy, Mystery, Thriller, Romance",False
Prom,prom,2011,8000000.0,10130000.0,Comedy,False
Stay Cool,stay cool,2009,4500000.0,,Comedy,False
Walled In,walled in,2009,10000000.0,,"Horror, Thriller",False
Fierce Light: When Spirit Meets Action,fierce light: when spirit meets action,2008,1180000.0,,Documentary,False
Chill,chill,2007,850000.0,,Horror,False
The Inbetweeners Movie,the inbetweeners movie,2011,,88025781.0,Comedy,False
The Future,the future,2011,1000000.0,,"Comedy, Drama",False
The Interrupters,the interrupters,2011,,282448.0,Documentary,False
Red State,red state,2011,4000000.0,1104682.0,"Horror, Action, Thriller",False
Short Sharp Shock,short sharp shock,1998,500000.0,,"Drama, Thriller",False
Chinese Take-Out,chinese take-out,2011,5000000.0,,Comedy,False
A Better Life,a better life,2011,10000000.0,1759252.0,Drama,False
Ceremony,ceremony,2010,,22270.0,"Comedy, Romance",False
Wrecked,wrecked,2010,,8020.0,"Thriller, Mystery",False
I Don't Know How She Does It,i don't know how she does it,2011,24000000.0,30551495.0,"Romance, Comedy",True
Shark Night,shark night,2011,28000000.0,10126458.0,"Horror, Thriller",True
Contagion,contagion,2011,60000000.0,137551594.0,"Drama, Thriller, Science Fiction",False
We Have a Pope,we have a pope,2011,11000000.0,,"Drama, Comedy",False
Vigilante,vigilante,1983,,5091888.0,"Action, Crime, Thriller",False
Sleeping Beauty,sleeping beauty,2011,10000000.0,,"Drama, Romance",False
Straw Dogs,straw dogs,2011,25000000.0,10324441.0,"Drama, Thriller",False
Moneyball,moneyball,2011,50000000.0,110206216.0,Drama,False
William S. Burroughs: A Man Within,william s. burroughs: a man within,2010,160000.0,,Documentary,False
Le Havre,le havre,2011,3850000.0,,"Drama, Comedy",False
Restless,restless,2011,8000000.0,163265.0,"Drama, Romance",False
Point Blank,point blank,2010,16000000.0,,"Action, Thriller, Crime",False
Ironclad,ironclad,2011,25000000.0,,"Romance, Adventure, Action, History",False
Bereavement,bereavement,2010,2000000.0,,"Crime, Horror, Mystery",False
The Avengers,the avengers,2012,220000000.0,1519557910.0,"Science Fiction, Action, Adventure",False
Tinker Tailor Soldier Spy,tinker tailor soldier spy,2011,30000000.0,,"Drama, Thriller, Mystery",False
A Separation,a separation,2011,800000.0,,Drama,True
A Dangerous Method,a dangerous method,2011,15000000.0,27462041.0,"Drama, Thriller",False
Warrior,warrior,2011,25000000.0,23057115.0,"Action, Drama",False
Sherlock Holmes,sherlock holmes,2010,1000000.0,,"Fantasy, Drama, Horror, Action, Thriller, Mystery",False
The Ides of March,the ides of march,2011,12500000.0,75993061.0,Drama,False
Kill List,kill list,2011,500000.0,171760.0,"Horror, Thriller, Crime",False
Killer Elite,killer elite,2011,66000000.0,57777106.0,"Action, Adventure, Thriller",False
Badmaash Company,badmaash company,2010,6250000.0,8500000.0,"Comedy, Crime, Drama",False
Bellflower,bellflower,2011,17000.0,101236.0,"Action, Drama, Romance",False
50/50,50/50,2011,8000000.0,39187783.0,"Comedy, Drama",True
Warrior of the Lost World,warrior of the lost world,1983,500000.0,,"Action, Science Fiction",False
Main Street,main street,2010,10000000.0,,"Drama, Romance",False
Superman and the Mole-Men,superman and the mole-men,1951,275000.0,,"Drama, Science Fiction, Action, Family, Fantasy",False
Generation P,generation p,2011,7000000.0,,"Comedy, Drama, Science Fiction",False
Once Upon a Time in Anatolia,once upon a time in anatolia,2011,,138730.0,"Drama, Crime",False
The Artist,the artist,2011,15000000.0,133432856.0,"Drama, Comedy, Romance",True
Blinky™,blinky™,2011,61733.0,,"Horror, Science Fiction",False
Enthiran,enthiran,2010,26400000.0,62000000.0,"Action, Comedy, Drama, Romance, Science Fiction",False
Ticking Clock,ticking clock,2011,6000000.0,,"Action, Thriller, Science Fiction, Mystery",False
Green Chair,green chair,2005,,2000000.0,"Romance, Drama",False
Take Shelter,take shelter,2011,5000000.0,3099314.0,"Thriller, Drama",False
Road to Nowhere,road to nowhere,2011,5000000.0,27046.0,"Mystery, Thriller",False
The Music Never Stopped,the music never stopped,2011,4000000.0,253899.0,Drama,False
Real Steel,real steel,2011,110000000.0,299268508.0,"Action, Science Fiction, Drama",True
The Pleasure of Being Robbed,the pleasure of being robbed,2008,500000.0,,Drama,False
Buck,buck,2011,,386749.0,Documentary,False
Footloose,footloose,2011,24000000.0,63543328.0,"Drama, Music, Romance",False
The Thing,the thing,2011,35000000.0,28128670.0,"Horror, Science Fiction, Mystery, Thriller",False
Beautiful Boy,beautiful boy,2010,,63931.0,Drama,False
The Harvest (La Cosecha),the harvest (la cosecha),2011,56000.0,,Documentary,False
Tyrannosaur,tyrannosaur,2011,,22321.0,"Drama, Romance",False
Martha Marcy May Marlene,martha marcy may marlene,2011,,3538446.0,"Drama, Thriller",False
We Need to Talk About Kevin,we need to talk about kevin,2011,7000000.0,6038942.0,"Drama, Thriller",False
The Three Musketeers,the three musketeers,2011,75000000.0,132274484.0,"Adventure, Action, Thriller",False
In Time,in time,2011,40000000.0,173930596.0,"Action, Thriller, Science Fiction",False
A Pain in the Ass,a pain in the ass,2008,30000000.0,,Comedy,False
Burning Palms,burning palms,2010,5800000.0,,"Comedy, Drama, Family",False
Margaret,margaret,2011,14000000.0,46495.0,Drama,False
Carnage,carnage,2011,25000000.0,27603069.0,"Comedy, Drama",False
Assassination Games,assassination games,2011,8000000.0,,"Drama, Action, Crime",False
Margin Call,margin call,2011,3500000.0,19504039.0,"Thriller, Drama",False
Paranormal Activity 3,paranormal activity 3,2011,5000000.0,205703818.0,Horror,False
Puncture,puncture,2011,,68945.0,"Drama, Mystery",False
Polisse,polisse,2011,,20374201.0,Drama,False
A Little Bit of Heaven,a little bit of heaven,2011,,1296937.0,"Comedy, Drama, Romance",False
Johnny English Reborn,johnny english reborn,2011,45000000.0,160078586.0,"Crime, Adventure, Action, Comedy, Thriller",False
Abduction,abduction,2011,35000000.0,82087155.0,"Thriller, Action, Mystery",False
This Must Be the Place,this must be the place,2011,25000000.0,11790979.0,Drama,False
Shame,shame,2011,6500000.0,17693675.0,Drama,False
Unholy,unholy,2007,250000.0,,"Horror, Science Fiction, Thriller",False
What's Your Number?,what's your number?,2011,20000000.0,30426096.0,"Comedy, Romance",False
Dream House,dream house,2011,50000000.0,38502340.0,"Drama, Thriller, Mystery",False
Headhunters,headhunters,2011,,15699707.0,"Thriller, Crime",False
Mulan: Rise of a Warrior,mulan: rise of a warrior,2009,12000000.0,13380561.0,"Adventure, Drama, Action",False
Machine Gun Preacher,machine gun preacher,2011,30000000.0,2527904.0,"Action, Thriller, Crime",False
Miss Representation,miss representation,2011,750000.0,,Documentary,True
Anonymous,anonymous,2011,30000000.0,15395087.0,"Drama, History, Thriller",False
Mr. Nice,mr. nice,2010,,850994.0,"Comedy, Crime, Drama",False
Hella W,hella w,2011,2500000.0,,,False
Tower Heist,tower heist,2011,75000000.0,152930623.0,"Action, Comedy",False
J. Edgar,j. edgar,2011,35000000.0,84606030.0,"Drama, Crime, History",False
The Double,the double,2011,17000000.0,3696232.0,"Action, Drama, Crime",False
The Adventures of Tintin,the adventures of tintin,2011,130000000.0,371940071.0,"Adventure, Animation, Mystery",True
The Son of No One,the son of no one,2011,15000000.0,,"Drama, Thriller, Crime",False
Tomboy,tomboy,2011,1000000.0,,Drama,False
Hugo,hugo,2011,170000000.0,185770160.0,"Adventure, Drama, Family",True
Higher Ground,higher ground,2011,2000000.0,841733.0,"Drama, Thriller",False
Trespass,trespass,2011,36000000.0,9612469.0,"Crime, Drama, Thriller",False
The Dark House,the dark house,2009,1300000.0,,"Drama, Horror, Thriller, Crime",False
Street Scene,street scene,1931,584000.0,,Drama,False
Immortals,immortals,2011,75000000.0,226904017.0,"Fantasy, Action, Drama",False
Jack and Jill,jack and jill,2011,79000000.0,149673788.0,Comedy,False
The Devil's Double,the devil's double,2011,19100000.0,5728213.0,"Drama, Action, Thriller, Crime, War",False
Setup,setup,2011,20000000.0,2128186.0,"Action, Crime, Drama, Thriller",False
The Deep Blue Sea,the deep blue sea,2011,,1126525.0,"Drama, Romance",False
The Last Mountain,the last mountain,2011,,90425.0,Documentary,False
Another Happy Day,another happy day,2011,4000000.0,355688.0,"Comedy, Drama",False
Shaolin,shaolin,2011,29000000.0,33662874.0,"Action, Drama",False
Wuthering Heights,wuthering heights,2011,8000000.0,100915.0,"Drama, Romance",False
The Descendants,the descendants,2011,20000000.0,177243185.0,"Comedy, Drama",False
Like Crazy,like crazy,2011,250000.0,3542353.0,"Drama, Romance",True
The Muppets,the muppets,2011,45000000.0,165184237.0,"Comedy, Family, Music",True
The Twilight Saga: Breaking Dawn - Part 1,the twilight saga: breaking dawn - part 1,2011,110000000.0,712171856.0,"Adventure, Fantasy, Romance",False
War Horse,war horse,2011,66000000.0,177584879.0,"Drama, War",True
The Rum Diary,the rum diary,2011,45000000.0,24000000.0,"Drama, Comedy",True
My Week with Marilyn,my week with marilyn,2011,6400000.0,35057696.0,Drama,True
Weekend,weekend,2011,8000.0,484592.0,"Drama, Romance",False
Cyclomania,cyclomania,2001,1353676.0,,"Drama, Romance",False
Living Will...,living will...,2011,300000.0,,Comedy,False
Singham,singham,2011,3062000.0,25034000.0,"Drama, Action, Crime",True
